,x2,x3,x4,x5,x6,x7,x8,x10,x11,x12,x13,x14,x15
18,-0.758181170790109,-0.5428230292907962,-0.18397318395663165,0.8812136649233558,-0.3583840704318943,-0.00764453705564004,-0.3780692681472004,-0.756964056882191,-0.1874310992286402,0.31222044372616076,-0.5098004415027206,-0.4338687622336351,-0.02731557394316325
19,0.9202341961823783,1.3960671580616495,0.18807578930944924,-0.020808456973978463,0.09865110942796339,-0.01171190712520082,-0.017381831329205517,0.9198523245309725,0.18600366487178796,0.09568818500840257,-0.5760802291390782,4.596313094870153,-0.02731557394316325
20,0.6240432490695867,0.8305575200838528,1.4669941349116022,0.35176589772274647,-0.12986648050196561,-0.004256102738299091,1.1247950519277783,0.6239435513404141,1.4696856664670097,0.4926639926576441,-0.04584192804820592,-0.08087354419126414,-0.8298229816246016
21,-0.36325990797305335,0.42662206438542666,-0.27698542727315184,2.13620096495443,0.28146518137190624,0.016485394940401535,-0.7988712777681943,-0.36241902596144676,-0.28078979025374723,1.5982908288377173,-0.5098004415027206,-0.169122348701857,-1.0705752039290335
22,-1.0543721179029009,-0.13888757359237008,-0.4862629747353224,-0.4326011647966745,-0.26697703445992266,-0.027007413975836458,0.10284731427679276,-1.0528728300727492,-0.49084684506023807,-0.717948181082551,0.3518367977699483,-0.5221175667442279,0.614690352201988
23,1.315155458999434,-0.7851843027098522,-0.5792752180518426,1.4890981383759072,0.09865110942796339,0.0123029943497884,-0.678642132162196,1.3143973554517165,-0.5842055360853451,1.3751969865224447,1.6774325504971261,0.3603704783617001,-0.5890707593201695
24,-0.9556418021986371,-0.6236101204304815,0.2578349717968394,2.13620096495443,0.23576166338592047,0.013533260400174137,-1.0994441417831902,-0.954236572342563,0.2560226831406182,1.4408128224975163,-1.2388781055026685,-0.5221175667442279,-0.9100737223927451
25,2.20372830033781,1.0729187935029083,-0.27698542727315184,-1.040485638249226,-0.40408758841788006,-0.014794142438544983,-0.7387567049651952,2.2021236750233912,-0.28078979025374723,-0.06835140492927645,0.15299743486086972,-0.6103663712548207,0.29368738912941234
26,-0.26452959226878925,-0.13888757359237008,-0.765299704684883,-0.9620489319972837,0.3728722173438779,-0.02873552690943769,-0.678642132162196,-0.2637827682312606,-0.7709229181355591,-0.8098103514476803,-0.11212171568456643,-0.08087354419126414,0.45418887066569946
27,0.0316613548440029,1.6384284314807054,0.5717512929900951,1.2733971961830663,0.1443546274139492,0.013533260400174137,1.6057116343517714,0.0321260049592975,0.5711082653503544,1.4408128224975163,-0.8411993796845144,-0.3456199577230422,-1.1508259446971771
32,-0.758181170790109,1.234492975782279,-0.6955405221974928,-0.5698654007375732,0.5099827713018352,-0.02096093629332309,-1.2797878601921875,-0.756964056882191,-0.7009038998667289,-0.3964305848046709,0.020437859588151645,-1.2281080028289704,0.775191833738275
33,0.8215038804781143,1.800002613760076,-0.8350588871722732,-1.001267285123255,0.007244073455991789,-0.02404550712697018,-0.6185275593591969,0.8212160668007864,-0.8409419364043894,-0.5604701747423864,0.3518367977699483,-1.4046056118501555,-0.02731557394316325
34,-0.26452959226878925,-0.3004617558717407,-0.09096094064011143,-0.9424397554342983,0.007244073455991789,-0.01972733905345192,-0.19772554973820294,-0.2637827682312606,-0.09407240820353316,-0.3308147488295993,1.5448729752244081,0.18387286934051442,-0.34831853701573884
37,0.32785230195679455,-1.5930552141067043,-0.11421400146924147,0.2145016617818479,-0.08416296251597981,-0.004317699013250867,-0.07749640413220465,0.328034778149856,-0.11741208095980991,0.4893832008589051,0.21927722249723022,0.09562406482992157,-0.8298229816246016
38,-1.0543721179029009,0.265047882106056,-0.30023848810228193,-0.8640030491823562,-0.3126805524459085,-0.0246625147145121,-0.07749640413220465,-1.0528728300727492,-0.30412946301002397,-0.5932780927299222,0.4843963730426634,0.9781121099358492,0.2134366483612688
39,0.22912198625253047,-0.8659713938495373,-0.43975685307706225,-0.4326011647966745,-0.3583840704318943,-0.023428536416064957,0.4034201782917885,0.22939852041966982,-0.44416749954768453,-0.5276622567548506,-0.2446812909572845,0.09562406482992157,0.37393812989755587
40,-0.6594508550858452,0.1842607909663707,-0.5792752180518426,-1.0993131679381825,-0.5411981423758372,-0.028056603449429632,0.7641076151097833,-0.6583277991520049,-0.5842055360853451,-0.7737216416613691,0.3518367977699483,1.684102546020592,-0.02731557394316325
41,0.7227735647738502,-0.3004617558717407,-1.183854799609224,0.018409896151992625,-0.8154192502917518,-0.01602724798993147,-0.49829841375319867,0.7225798090706003,-1.191037027748541,-0.13396724090434806,1.41231339995169,-0.6103663712548207,0.6949410929701315
42,-0.8569114864943731,-0.5428230292907962,0.3973533367716197,1.4694889618129217,0.5099827713018352,0.011503250736817777,0.5837638967007859,-0.8556003146123772,0.39606071967827877,1.3325466931386554,-1.6365568313208227,-0.6986151757654137,-1.3915781670016079
43,-0.06706896086026116,0.507409155525112,-0.18397318395663165,-1.0208764616862402,1.3783496130355644,-0.026822280969043214,0.7039930423067842,-0.06651025277088829,-0.1874310992286402,-0.7081058056862976,-0.3772408662300026,-0.3456199577230422,-0.18781705547945035
44,-0.06706896086026116,-0.9467584849892225,-0.5095160355644524,2.2342468477693576,-0.5411981423758372,0.01660839081490985,-1.1595587145861892,-0.06651025277088829,-0.5141865178165148,1.6048524124352317,-0.7749195920481569,0.3603704783617001,-1.0705752039290335
45,-0.26452959226878925,-0.4620359381511109,-1.3931323470713946,0.16547872037438408,-0.8154192502917518,-0.023551925641361018,-1.2797878601921875,-0.2637827682312606,-1.4010940825550318,-0.5342238403523286,-1.6365568313208227,-1.0516103938077845,0.775191833738275
47,0.7227735647738502,-0.6236101204304815,-0.41650379224793216,0.07723742584094917,-0.5411981423758372,-0.026637135670038194,0.04273274147379363,0.7225798090706003,-0.4208278267914078,-0.698263430290044,1.279753824678972,-0.786863980276006,0.775191833738275
49,1.1176948275909064,2.9310218897156686,0.7228961883794405,0.8223861352343992,-0.03845944452999401,0.00861144637369239,-0.1376109769352038,1.1171248399913443,0.7228161382661534,1.17834947859723,-0.6423600167754387,0.7133656964040705,-0.9100737223927451
50,-0.5607205393815812,0.265047882106056,1.2344635266203017,1.5479256680648639,0.7842038792177497,0.00984208119044232,0.7641076151097833,-0.5596915414218188,1.2362889389042422,1.2439653145723015,-1.9679557695026166,-0.9633615892971917,-1.2310766854653208
52,3.2897617730847135,0.34583497324574136,1.9088022906650732,1.1165237836791821,11.66164115988236,0.019067939538710593,-0.678642132162196,3.2871225100554384,1.913139448836268,1.7360840843853749,-1.6365568313208227,-0.08087354419126414,-1.0705752039290335
53,1.7594418796686222,-1.2699068495479635,-0.7420466438557529,-0.8836122257453416,-0.4497911064038659,-0.05394435865577545,-0.1376109769352038,1.758260515237554,-0.7475832453792824,-2.14837340533928,0.15299743486086972,3.0078346136794827,2.781460352941871
54,0.13039167054826642,-1.0275455761289078,-0.41650379224793216,-0.746347989804443,-0.952529804249709,-0.04195132668310134,-1.4000170057981858,0.13076226268948365,-0.4208278267914078,-1.5118997963810341,1.3460336123153325,2.6548393956371124,2.781460352941871
55,0.32785230195679455,0.022686608687000547,-1.4163854079005245,-0.824784696056385,-0.03845944452999401,-0.021577796374319603,-0.9191004233741926,0.328034778149856,-1.4244337553113084,-0.4292385027922067,0.7495155235880996,-0.5221175667442279,-0.2680677962475953
57,4.770716508648674,-2.6432873989226127,-0.41650379224793216,-0.6286929304265297,-0.2212735164739369,-0.03663859572666686,-1.039329568980191,4.766666376008229,-0.4208278267914078,-1.2297517016881678,0.08671764722451215,3.9785714632960034,2.5407081306374386
58,-0.16579927656452523,-0.5428230292907962,-0.346744609760542,-0.412991988233689,-0.7240122143197804,-0.025156145368969728,0.46353475109478764,-0.16514651050107446,-0.3508088085225775,-0.6195244271199436,-0.178401503320924,-1.4046056118501555,0.534439611433843
59,-1.251832749311429,1.234492975782279,-0.3699976705896721,-0.9620489319972837,-0.6783086963337945,-0.01849385244349083,-1.0994441417831902,-1.2501453455331213,-0.37414848127885425,-0.26519891285452774,-1.040038742593593,-0.786863980276006,-0.18781705547945035
60,-0.8569114864943731,0.6689833378044822,-0.5560221572227125,-0.9620489319972837,-0.08416296251597981,-0.029599681713935923,-1.7607044426161806,-0.8556003146123772,-0.5608658633290683,-0.855741436630245,-0.9737589549572324,2.213595373084148,1.8184514637241453
61,-0.9556418021986371,-0.7043972115701668,0.2578349717968394,1.5479256680648639,0.09865110942796339,0.007996085942576208,2.6276593720027566,-0.954236572342563,0.2560226831406182,1.1455415606096941,-0.44352065386636014,-1.0516103938077845,-0.6693215000883145
62,1.6113464061122262,-1.6738423052463898,0.8159084316959607,0.11645577896692026,-0.952529804249709,-0.030216972022355508,-0.4381838409501995,1.610306128642275,0.8161748292912604,-0.8885493546177808,0.9483548864971781,-0.08087354419126414,1.5776992414197133
63,1.1176948275909064,-0.9467584849892225,-0.5792752180518426,-0.707129636678472,-0.4497911064038659,-0.02219466874752789,-0.9792149961771918,1.1171248399913443,-0.5842055360853451,-0.46204642077974256,-1.040038742593593,-1.757600829892527,-0.2680677962475953
64,1.6113464061122262,-2.400926125503557,-0.43975685307706225,-0.9816581085602692,-0.4497911064038659,-0.04195132668310134,0.46353475109478764,1.610306128642275,-0.44416749954768453,-1.5118997963810341,1.147194249406254,-1.4046056118501555,1.2566962783471378
65,0.4265826176610586,-0.6236101204304815,0.7461492492085705,1.0969146071161966,0.1443546274139492,-0.0006222666981231302,1.6658262071547705,0.4266710358800418,0.7461558110224301,0.68623070878412,-0.3109610785936421,0.5368680873828858,-0.508820018552026
66,0.4265826176610586,1.0729187935029083,-1.695422137850085,-0.25611857572980484,-0.08416296251597981,-0.03206901503858595,-0.9792149961771918,0.4266710358800418,-1.7045098283866296,-0.9869731085803882,-1.040038742593593,-0.6986151757654137,1.657949982187857
68,1.8088070375207543,-1.108332667268593,1.0716921008163913,2.0185459055765165,0.007244073455991789,0.017100337436306418,0.8843367607157816,1.8075786441026467,1.0729112296103047,1.6310987468252531,-0.7086398044117963,0.6251168918934787,-0.9100737223927451
69,1.315155458999434,-0.7851843027098522,0.5833778234046602,0.07723742584094917,0.5099827713018352,-0.008014249919680234,0.34330560548878936,1.3143973554517165,0.5827781017284929,0.29253569293365383,0.08671764722451215,-0.6986151757654137,-0.508820018552026
70,-0.36325990797305335,3.2541702542744098,-0.6955405221974928,-0.9816581085602692,5.765887339690196,-0.01849385244349083,-0.678642132162196,-0.36241902596144676,-0.7009038998667289,-0.26519891285452774,0.5506761606790239,-0.8751127847865988,-0.508820018552026
71,-0.5607205393815812,-0.4620359381511109,0.9786798574998711,-0.2953369288557757,-0.17556999848795107,-0.006165833106026033,0.9444513335187807,-0.5596915414218188,0.9795525385851978,0.3909594468962612,0.7495155235880996,2.301844177594741,-0.8298229816246016
72,1.5126160904079622,-0.4620359381511109,1.0484390399872612,0.587076016478573,0.46427925331584946,-0.0016076104219467635,-0.3780692681472004,1.5116698709120888,1.049571556854028,0.6337380400040772,-0.11212171568456643,-0.5221175667442279,-0.9100737223927451
73,-0.16579927656452523,-0.05810048245268477,-1.3466262254131343,-0.40318739995219627,-0.26697703445992266,-0.04232207209295937,-1.2196732873891885,-0.16514651050107446,-1.3544147370424782,-1.531584547173541,0.683235735951742,0.09562406482992157,1.7382007229560004
75,1.4138857747036981,0.34583497324574136,0.1415696676511891,0.33215672115976097,0.6927968432457782,0.002456416165916807,0.8242221879127825,1.4130336131819026,0.13932431935923442,0.8502702987218353,1.41231339995169,0.8016145009146635,0.37393812989755587
77,0.22912198625253047,-0.4620359381511109,0.8391614925250908,-0.6483021069895153,0.3728722173438779,-0.004748909814544536,1.1247950519277783,0.22939852041966982,0.8395145020475372,0.4664176582676227,0.15299743486086972,-0.5221175667442279,-0.9100737223927451
78,6.251671244212633,0.6689833378044822,1.001932918329001,-0.9424397554342983,0.46427925331584946,0.00368766559327191,-0.07749640413220465,6.246210241961021,1.0028922113414744,0.9158861346969069,-0.5098004415027206,-0.25737115321244936,-0.4285692777838824
79,-0.8569114864943731,-0.5428230292907962,0.2578349717968394,0.9400411946123123,0.6927968432457782,0.009349839555953579,0.643878469503785,-0.8556003146123772,0.2560226831406182,1.21771898018228,-1.3051578931390262,0.8898633054252563,-0.9903244631608886
80,0.7227735647738502,-0.3004617558717407,-1.183854799609224,0.018409896151992625,-0.8154192502917518,-0.01602724798993147,-0.49829841375319867,0.7225798090706003,-1.191037027748541,-0.13396724090434806,1.41231339995169,-0.6103663712548207,0.6949410929701315
81,-0.4619902236773171,-0.6236101204304815,0.3741002759424897,-0.9816581085602692,0.6470933252597924,-0.017260488755650224,-0.1376109769352038,-0.46105528369163296,0.37272104692200203,-0.1995830768794561,0.3518367977699483,0.6251168918934787,-0.8298229816246016
82,2.302458616042074,-0.38124884701142603,2.0018145339815936,0.9596503711752981,-0.5411981423758372,0.0038723437882157976,1.5455970615487722,2.3007599327535773,2.006498139861375,0.9257285100931605,-0.3109610785936421,0.6251168918934787,-0.8298229816246016
84,0.8215038804781143,-0.4620359381511109,-1.3233731645840043,0.37137507428573224,-0.5411981423758372,-0.028920696792866258,-0.3780692681472004,0.8212160668007864,-1.3310750642862015,-0.8196527268439339,-1.5039972560481047,-0.8751127847865988,1.5776992414197133
85,-0.36325990797305335,0.507409155525112,-0.765299704684883,-0.9032214023083271,0.05294759144197759,-0.03824452407176019,-0.07749640413220465,-0.36241902596144676,-0.7709229181355591,-1.3150522884557827,-0.3772408662300026,0.007375260319328719,1.8184514637241453
86,0.13039167054826642,1.234492975782279,-0.32349154893141197,0.13606495552990572,-0.17556999848795107,-0.011095551024902133,-0.7988712777681943,0.13076226268948365,-0.32746913576630077,0.1284961029959384,-0.3109610785936421,-0.6986151757654137,0.2134366483612688
87,1.8088070375207543,0.5881962466647969,1.9553084123233333,2.038155082139502,1.743977756923451,0.019067939538710593,1.425367915942774,1.8075786441026467,1.9598187943488217,1.7360840843853749,-0.04584192804820592,0.8016145009146635,-1.2310766854653208
88,-1.4492933807199568,0.6689833378044822,0.18807578930944924,-1.040485638249226,-0.12986648050196561,-0.03416834048610635,1.6658262071547705,-1.4474178609934936,0.18600366487178796,-1.0985200297380247,-0.3772408662300026,2.0370977640629624,0.534439611433843
90,-1.153102433607165,-0.38124884701142603,-0.346744609760542,-1.0600948148122114,-0.6783086963337945,-0.040839164206799276,0.2831910326857902,-2.6968104589091837,-0.3508088085225775,-1.4528455440034405,-0.44352065386636014,-0.786863980276006,1.2566962783471378
91,-0.6594508550858452,1.234492975782279,-0.9048180696596633,-1.0208764616862402,-0.4497911064038659,-0.03824452407176019,-0.9191004233741926,-0.6583277991520049,-0.9109609546732197,-1.3150522884557827,-0.9074791673208749,-1.8458496344031192,1.2566962783471378
92,-0.6594508550858452,-0.7851843027098522,0.6066308842337902,1.1165237836791821,0.19005814539993499,0.00491879209850516,1.1849096247307773,-0.6583277991520049,0.6061177744847696,0.9815019706719786,1.0146346741335357,-0.8751127847865988,-0.9100737223927451
93,0.6240432490695867,-0.7851843027098522,-0.9048180696596633,-0.6090837538635443,-0.5411981423758372,-0.03632977848148811,-0.3780692681472004,0.6239435513404141,-0.9109609546732197,-1.2133477426944,-0.5760802291390782,-0.786863980276006,1.4171977598834262
94,0.32785230195679455,0.7497704289441675,-1.183854799609224,0.11645577896692026,0.05294759144197759,0.0004861466534808385,-1.039329568980191,0.328034778149856,-1.191037027748541,0.7452849611617135,0.2855570101335878,1.3311073279782206,0.05293516682498029
95,-0.16579927656452523,-0.13888757359237008,-0.5560221572227125,0.7831677821084283,0.7385003612317639,0.002456416165916807,-0.7387567049651952,-0.16514651050107446,-0.5608658633290683,0.8502702987218353,0.2855570101335878,0.007375260319328719,-0.02731557394316325
96,0.6240432490695867,-0.4620359381511109,1.1414512833037815,0.7831677821084283,2.8408621885871086,0.007257606714828494,0.46353475109478764,0.6239435513404141,1.142930247879135,1.1061720590246438,-1.5039972560481047,0.7133656964040705,-0.9100737223927451
97,-0.4126250658251854,0.022686608687000547,-0.4862629747353224,-0.8836122257453416,-0.4497911064038659,-0.036268022407779155,-1.880933588222179,-0.41173715482653983,-0.49084684506023807,-1.210066950895661,1.41231339995169,-0.4338687622336351,1.3369470191152812
98,0.22912198625253047,-0.7043972115701668,-0.32349154893141197,0.31254754459677553,-0.4497911064038659,-0.015903932517907428,-0.8589858505711935,0.22939852041966982,-0.32746913576630077,-0.12740565730687003,-0.8411993796845144,-0.9633615892971917,0.2134366483612688
99,-1.3505630650156928,-0.5428230292907962,-0.7885527655140131,-0.35416445854473244,-0.769715732305766,-0.008014249919680234,-0.7988712777681943,-1.3487816032633075,-0.7942625908918359,0.29253569293365383,1.0146346741335357,-0.4338687622336351,-1.2310766854653208
100,0.9202341961823783,-0.3004617558717407,0.025304363505538847,-0.04041763353696392,-0.26697703445992266,-0.03694741297184698,0.8242221879127825,0.9198523245309725,0.022625955577850635,-1.2461556606819357,-0.11212171568456643,-1.9340984389137121,2.460457389869295
101,-0.36325990797305335,0.911344611223538,-0.5792752180518426,-0.9228305788713127,0.007244073455991789,-0.024415711679495057,-0.7988712777681943,-0.36241902596144676,-0.5842055360853451,-0.5801549255348933,0.21927722249723022,-0.08087354419126414,-0.4285692777838824
102,-1.251832749311429,-0.4620359381511109,0.3043410934550995,-0.5306470476116021,-0.03845944452999401,-0.030216972022355508,1.3051387703367756,-1.2501453455331213,0.30270202865317175,-0.8885493546177808,0.21927722249723022,-1.9340984389137121,0.534439611433843
103,-1.0543721179029009,-0.38124884701142603,-0.43975685307706225,-0.7855663429304139,-0.769715732305766,-0.04170416717393325,1.00456590632178,-1.0528728300727492,-0.44416749954768453,-1.4987766291860052,-1.040038742593593,-1.4046056118501555,1.898702204492289
105,-0.16579927656452523,-0.6236101204304815,1.4902471957407322,-0.4522103413596601,1.241239059077607,-0.0037017116793150086,0.04273274147379363,-0.16514651050107446,1.4930253392232864,0.5221911188464409,0.7495155235880996,1.5958537415099991,-0.8298229816246016
106,-0.16579927656452523,2.042363887179131,0.6066308842337902,1.0576962539902257,0.007244073455991789,0.011933883804142967,1.3652533431397749,-0.16514651050107446,0.6061177744847696,1.3555122357299378,-0.11212171568456643,-0.25737115321244936,-1.3113274262334642
107,-0.4619902236773171,-0.21967466473205538,1.1181982224746514,0.8419953117973846,-0.3583840704318943,0.004303247284206882,1.425367915942774,-0.46105528369163296,1.1195905751228583,0.9486940526844427,-0.44352065386636014,0.5368680873828858,-0.8298229816246016
108,0.22912198625253047,-0.7043972115701668,-0.4630099139061923,-0.8836122257453416,-0.769715732305766,-0.03997422270072555,-0.1376109769352038,0.22939852041966982,-0.4675071723039613,-1.4069144588208757,1.147194249406254,1.5076049369994062,1.5776992414197133
109,-1.153102433607165,0.34583497324574136,0.5833778234046602,1.2341788430570952,-0.12986648050196561,0.005288111611757607,2.1166855031772642,-1.1515090878029353,0.5827781017284929,1.0011867214644854,-0.2446812909572845,2.9195858091688898,-0.1075663147113068
110,-0.06706896086026116,1.234492975782279,0.42060639760074975,-1.040485638249226,-0.40408758841788006,-0.025896615935079727,-0.1376109769352038,-0.06651025277088829,0.4194003924345555,-0.6588939287049937,-0.2446812909572845,0.44861928287229297,0.45418887066569946
111,-0.8569114864943731,0.265047882106056,-0.9048180696596633,-0.746347989804443,-0.2212735164739369,-0.02879725839872173,-0.678642132162196,-0.8556003146123772,-0.9109609546732197,-0.8130911432464194,-0.04584192804820592,0.09562406482992157,0.29368738912941234
112,0.8215038804781143,0.022686608687000547,-0.43975685307706225,-0.4326011647966745,-1.2724544301516094,-0.0394800020200863,1.3051387703367756,0.8212160668007864,-0.44416749954768453,-1.3806681244308543,0.6169559483153815,-1.1398591983183775,1.7382007229560004
113,-1.0543721179029009,-0.5428230292907962,-1.625662955362695,-1.118922344501168,-0.7240122143197804,-0.024785916232019936,-1.460131578601185,-1.0528728300727492,-1.6344908101177993,-0.5998396763274366,0.7495155235880996,-0.6986151757654137,-0.5890707593201695
115,0.8215038804781143,-0.5428230292907962,-0.8815650088305332,-0.8443938726193706,-0.49549462438985137,-0.02774800746406831,-1.1595587145861892,0.8212160668007864,-0.887621281916943,-0.7573176826676012,1.41231339995169,1.9488489595523695,0.775191833738275
116,-0.36325990797305335,0.022686608687000547,-0.7187935830266229,-0.9816581085602692,-0.6783086963337945,-0.03824452407176019,-0.49829841375319867,-0.36241902596144676,-0.7242435726230056,-1.3150522884557827,-0.8411993796845144,-0.8751127847865988,1.0961947968108505
117,-0.5607205393815812,0.911344611223538,0.07181048516379895,1.528316491501878,-0.3583840704318943,0.018453095380502646,1.064680479124779,-0.5596915414218188,0.06930530109040416,1.703276166397839,-1.040038742593593,-0.25737115321244936,-1.0705752039290335
118,-0.26452959226878925,7.212737720118986,3.629528792020697,-0.35416445854473244,-0.49549462438985137,-0.037132705777397405,0.9444513335187807,-0.2637827682312606,3.6402752328007484,-1.2559980360782257,-1.040038742593593,-0.5221175667442279,2.059203686028576
120,-1.0543721179029009,-0.3004617558717407,-0.4862629747353224,-0.8640030491823562,0.05294759144197759,-0.028858977595793995,-1.3399024329951867,-1.0528728300727492,-0.49084684506023807,-0.8163719350451948,-0.178401503320924,0.18387286934051442,0.8554425745064186
121,0.7227735647738502,1.55764134034102,0.3043410934550995,0.7243402524194715,0.32716869935789206,0.0006093023267476991,0.10284731427679276,0.7225798090706003,0.30270202865317175,0.7518465447591915,-0.7749195920481569,-0.786863980276006,-0.9100737223927451
122,-1.153102433607165,0.507409155525112,-0.8350588871722732,-0.8051755194933996,-0.40408758841788006,-0.02404550712697018,-1.039329568980191,-1.1515090878029353,-0.8409419364043894,-0.5604701747423864,2.008831488678923,-0.6103663712548207,0.6949410929701315
123,-0.16579927656452523,-0.05810048245268477,0.4671125192590099,0.9204320180493268,0.28146518137190624,0.00861144637369239,1.0346231927232794,-0.16514651050107446,0.46607973794710905,1.17834947859723,-1.040038742593593,0.007375260319328719,-0.2680677962475953
125,0.7227735647738502,-0.21967466473205538,1.1414512833037815,2.2636606126138354,0.7385003612317639,0.02460012335818694,0.4034201782917885,0.7225798090706003,1.142930247879135,2.0313553462732337,0.5506761606790239,1.3311073279782206,-1.1508259446971771
126,-0.06706896086026116,0.911344611223538,-1.5326507120461748,-1.001267285123255,0.09865110942796339,-0.011095551024902133,-1.6404752970101824,-0.06651025277088829,-1.541132119092692,0.1284961029959384,-0.7086398044117963,1.066360914446442,-0.18781705547945035
127,2.993570825971921,-0.5428230292907962,-0.4630099139061923,-0.1188543397889061,-0.6326051783478087,-0.03280990353990862,0.2831910326857902,2.99121373686488,-0.4675071723039613,-1.0263426101654385,-0.11212171568456643,0.3603704783617001,1.9789529452604324
128,0.8215038804781143,1.961576796039446,-0.5327690963935825,1.6851899040057625,-0.08416296251597981,0.00984208119044232,0.4034201782917885,0.8212160668007864,-0.5375261905727916,1.2439653145723015,-0.2446812909572845,0.18387286934051442,-1.2310766854653208
129,-0.9556418021986371,3.2541702542744098,0.8856676141833508,1.8028449633836756,-0.08416296251597981,0.02091227533794056,0.5236493238977867,-0.954236572342563,0.8861938475600907,1.834507838348019,1.279753824678972,1.5958537415099991,-1.2310766854653208
130,2.302458616042074,-0.3004617558717407,0.6298839450629202,-0.4326011647966745,0.9213144331757072,-0.010479231801240137,0.16296188707979192,2.3007599327535773,0.6294574472410464,0.1613040209835106,0.08671764722451215,-0.6103663712548207,-1.1508259446971771
131,1.2164251432951705,-1.3506939406876486,1.1181982224746514,1.2733971961830663,-0.5869016603618229,0.008242237490350019,1.425367915942774,1.2157610977215303,1.1195905751228583,1.1586647278046864,-0.7086398044117963,0.007375260319328719,-0.9100737223927451
132,0.32785230195679455,1.4768542492013348,0.23458191096770933,1.3322247258720228,-0.17556999848795107,0.01347175017070752,1.5455970615487722,0.328034778149856,0.23268301038434147,1.4375320306987773,-1.3714376807753867,-0.169122348701857,-1.1508259446971771
